,Equity,KCB,UCHUMI,BAMBURI,BAT,EABL,SASINI,SAFAR,NMG,SCB
24,0.0506058779151,0.0184981152747,0.0515477652951,0.152612083826,-0.197989203281,0.00772137027794,0.0860557720428,-0.0604418325353,0.233454236062,0.167626773538
25,0.0860461354462,-0.0432281053272,0.0225062842458,0.117590428822,-0.153116752358,-0.00743768608731,0.0750393211196,-0.0390017664518,0.218996313807,0.154261974704
26,0.0864725494407,-0.0394980878347,-0.011116954821,0.201668435624,-0.0338727251486,0.0117912517162,0.101684023744,-0.0740860706307,0.270515678239,0.198068815326
27,0.0204296339892,-0.0407998157258,0.0578569499403,0.156820885576,-0.0308252849155,0.0277238591019,0.0658318089722,-0.0892694438082,0.221901755984,0.199670152547
28,0.0408356301018,-0.0368329333157,0.0916261462471,0.168159681494,-0.0937779855952,0.0184585315995,0.0774094046961,-0.0840128752952,0.254750122359,0.182216382868
29,0.071539697157,-0.148053005229,0.0826605913395,0.152564193642,-0.0244151741284,0.00861060059865,0.0884134698078,-0.0674026061019,0.275445755984,0.194484383839
30,0.0752339488576,-0.127386559165,0.0507246603388,0.172891559045,-0.0324759817085,0.0266508406374,0.0847029100411,-0.0403395244695,0.261918584944,0.182228537387
31,-0.182736230926,-0.097069263733,0.181031208443,0.153288066334,0.00522084627945,0.0213613731933,0.063760612665,-0.0425684855967,0.23675593577,0.175172163237
32,-0.163183568147,-0.110452378407,0.152645605916,0.149908153797,0.00954099691107,0.0186727337375,0.0756605300604,-0.0394122416705,0.233753238977,0.164656818242
33,-0.275053738214,-0.0400903443945,0.162004903292,0.134293891407,0.195768226259,0.0119680563809,0.0625942268538,-0.031874820874,0.288110110697,0.225407473246
34,-0.232454165814,-0.0609650771445,0.142131472777,0.0727416562275,0.155573940544,-0.0112556753973,0.0813911413336,-0.0117283339935,0.259050824983,0.209510519893
35,-0.0672485098389,-0.127461817669,0.15433865062,0.0643116776075,0.221245123246,0.00422858699326,0.104567605862,-0.0380309501258,0.313862261329,0.256817572372
36,0.00387498870277,-0.11718827831,0.141898813885,-0.0230009113131,0.211625464354,-0.0125380427442,0.0769759255904,-0.0596043233033,0.291302308948,0.236117840593
37,-0.0418096128518,-0.0542252967752,0.0899521880353,-0.0532631523234,0.176663723829,-0.0203998192262,0.054965390119,-0.0446334282595,0.264884098063,0.193180074801
38,-0.0243220715497,-0.0527990557646,0.0833172444007,-0.117750639203,0.284982174751,-0.0166973333176,0.0561265864262,-0.0476369812236,0.275096254526,0.203642262362
39,0.0333894299079,0.044412048219,0.114397403778,-0.184105140662,0.564603518775,0.00563450244517,0.0996577798184,-0.0625783349658,0.414247169979,0.544553280826
40,0.029686631074,0.110039542874,0.0840728683074,-0.0472764613618,0.569015531408,-0.0302666851154,0.0886059975052,-0.126191236812,0.371835895926,0.194897815327
41,0.186791213191,0.0997456594917,-0.301112674936,-0.0140751814785,0.512588128103,-0.0210400563496,0.067526626271,-0.104793507949,0.333854081543,0.263001792003
42,0.276566096573,0.1578656799,-0.255953463081,-0.0329989929461,0.617825929853,-0.0258433712184,0.0829425378359,-0.140500119222,0.315807698648,0.546918592779
43,0.238210911928,0.189085694477,-0.21961426483,-0.0192692456188,0.763031751038,-0.00691615061598,0.0442915271463,-0.0515344049369,0.400144642283,0.57893715449
44,0.267394400752,0.18064718816,-0.27455550584,-0.16923518245,0.65934483753,0.0180678173139,0.00865632889567,0.0336322073077,0.365461458609,0.581461314839
45,0.317407058672,0.190193227033,-0.0909070111866,-0.186623917144,0.727091817122,0.0469700680427,-0.0175000442819,0.0235649799023,0.398504600495,0.623175310952
46,0.272607826408,0.201756659491,-0.171068621487,-0.0585339307498,0.534171779222,0.0367759844664,0.0703961520247,0.0446712568702,0.394862942574,0.581982299291
47,0.321631985786,0.156183773194,-0.128658121002,-0.0612142806041,0.549496978445,0.0567305422895,0.0553491549404,0.151772389037,0.403808996996,0.581226274024
48,0.172352583453,0.0591453096377,-0.131860352293,-0.221620720835,0.284773434226,0.0315055170221,0.00731918700961,0.0380969147913,0.188765257442,0.122661233208
49,0.187842627185,0.0485338217856,-0.240533446559,-0.193141340855,0.387613387579,0.0518057560891,0.0109844804985,0.0406221752382,0.169145600494,0.248753854199
50,0.121126674805,0.0843414262556,0.0245644883274,-0.214068580893,0.275069247637,0.0304319076927,-0.031479999579,0.0345310576485,0.107500819153,0.0821991846175
51,0.156155673832,0.0824817469553,-0.046941420321,-0.20934849343,0.269004131019,0.0297609018618,-0.0307858839327,0.0781223404469,0.105130488735,0.0582104042484
52,0.272277243317,0.128278848996,-0.000436379505277,-0.16272089965,0.31631204064,0.0454252818423,0.000306884774602,0.0501390420992,0.165341203993,-0.13494795435
53,0.255920416301,0.108889193019,-0.0736807711472,-0.0919328170464,0.355128786996,0.0422168182855,-0.0142936234856,0.0562919361709,0.197341853167,0.0212220718875
54,0.0419148526481,0.157575092922,-0.0673621569587,-0.0505979113129,0.358518007599,0.0535589504526,0.00324982452203,0.0820760829152,0.193086087375,0.0734144994868
55,-0.011546799441,0.140999351425,-0.0479015855299,-0.0856036489215,0.24874114754,0.0360184188685,0.00437860100369,0.0728381713508,0.135236902729,-0.0656496783549
56,-0.0359634272348,0.166596346566,-0.0626922832947,-0.0632331979987,0.266075539183,0.0401992468568,0.0071944795266,0.104369178153,0.125550518862,-0.0155791059549
57,0.00938441047144,0.187370989909,-0.0636553814485,-0.0752899676781,0.330546733546,0.0780880680422,0.0250520635888,0.148998110126,0.141246525665,-0.0267924985689
58,0.00777203923734,0.209769074457,-0.109938004383,-0.0431219190877,0.383871196132,0.113968958227,0.0904724153865,0.174485173293,0.155754730718,0.0522829504103
59,0.0494133706276,0.0287298626035,0.133327091831,0.0139625784841,-0.0363490682027,-0.0131749494503,-0.0257701521565,-0.0435105584831,-0.0356303693807,-0.00661862587867
60,0.0929114561471,0.03978948651,0.380880937313,0.10212370968,-0.0579491614973,-0.0199270806455,-0.0671578839355,-0.103703409795,0.0145213468493,-0.0157748853543
61,4.22073409948,4.42496279068,3.01932522301,-0.452632859809,0.233225755904,0.154165382912,0.403419122873,0.783775900209,0.280374174843,0.129223039821
62,0.164190834185,0.113949642974,0.171671640906,0.0577886251319,-0.0168171809331,-0.0398625772444,-0.0214128713013,-0.111372756734,-0.0480023586907,-0.00367100002851
63,0.152150994535,0.0917616624095,0.252712507768,0.0983855872315,-0.0134535716037,-0.0431484353591,-0.0260099519622,-0.101749830592,-0.0320693499442,-0.0391482264624
64,-0.116365395164,-0.195396648571,0.4593351822,-0.0688598219049,0.000528366201547,0.0444250505496,0.0369059800119,0.136713523148,0.00245823606361,0.00567785614376
65,-0.112446172618,-0.168563109212,0.396255345465,-0.0533728675804,-0.0884945774319,0.0443547570607,0.072543842985,0.119446486219,0.0081511845571,0.00942102523981
66,-0.10192748943,-0.12371925207,0.283237304649,-0.0575475206411,-0.0557111449735,0.0241606715409,0.0410769012941,0.0875338020597,0.00151580846369,0.0175103420519
67,-0.0716531308293,-0.0996099051307,0.228042447506,-0.0506713214184,-0.0578691391424,0.0203200806759,0.0339398206331,0.0748141334493,-0.0161322517887,0.0140980767457
68,-0.0733048217914,-0.0637377875417,0.233299100567,-0.0154463777847,-0.0529896571211,0.0207884830083,0.038272708874,-0.0211010094055,0.000360919250793,0.0126477871442
69,-0.00273222218389,-0.00159221805928,-0.000577178338763,0.00334673980735,0.00173799885507,-0.000401994153779,-0.0014926623606,0.00128728214049,0.000893098065346,-0.000364085548035
70,-0.00948545833551,-0.00519060581431,-0.000318294956497,0.0116188797491,0.00198862276098,-0.00128323710808,-0.00450787907576,0.00446905862254,0.00523553052441,-0.00126399614087
71,-0.0630611969169,-0.033568048963,0.0158086185525,0.0705578768338,0.0345943836944,-0.0077927035804,-0.0273749607086,0.0332805134335,0.0317937637603,-0.00767585911484
72,-0.0771324554203,-0.0460538652896,0.00897132506343,0.0912382266881,0.0173805595926,-0.0171356579052,-0.0283395671226,0.0350936572623,0.0755247307193,0.0183100884076
73,-0.143243334915,-0.0657577719944,0.040040542751,0.241170763132,0.136904466298,-0.0476271933765,-0.0889044116325,0.111422287001,0.20429988135,0.155688062169
74,-0.12855878681,-0.0777145358433,-0.0114950257628,0.200877488107,0.123986477961,-0.0326717511996,-0.133104936414,0.0786879867089,0.216341198164,0.0466875471053
75,-0.13429336407,-0.0699713026072,-0.0353211307195,0.169833033297,0.0706882913715,-0.0219330553784,-0.0613291482698,0.0665272131422,0.182906916337,0.0352051574065
76,-0.0985685875875,-0.0476151568345,-0.0284770481151,0.13162447353,0.0823441971058,-0.004872587934,-0.0475314884057,0.043843542588,0.0778197812533,0.012954036901
77,0.139843759353,-0.0969048400212,0.462574175407,0.545948543502,0.34154510381,0.00722380565207,-0.197149862557,0.305306989626,0.505673505256,0.0765922468124
78,0.13046558637,-0.0799499712167,0.309965336728,0.390069282082,0.259152771449,-0.0166742993043,-0.166428079272,0.251889224806,0.405881692817,-0.0612967376389
79,0.30930016363,-0.0913748545984,0.909888791541,0.494209636796,-0.0416973548897,-0.0221994450769,-0.181396257115,0.465936008091,0.54037343237,0.139376279854
80,0.492025746721,-0.0977426097004,0.973297362969,0.469554218914,-0.0446031712164,0.0514666433587,-0.194037447591,0.4769168147,0.578031119445,0.181323369261
81,0.0683624231039,0.0745112999213,0.760729473756,0.364352128535,-0.0417803782133,-0.112826240996,-0.247178196862,0.381313501774,0.677323258415,0.607663863918
82,-0.175172212466,-0.105892623307,0.0485233143741,0.225572861285,-0.0190319875417,0.00132930516618,-0.0919644368998,0.173697657264,0.294783167065,0.173649314842
83,-0.0878540297635,-0.12796751835,0.345285293968,0.338042165464,0.175161476016,0.0351978250886,-0.226112946133,0.413404509549,0.552151404188,0.265632807552
84,-0.0685075088694,-0.205271745755,0.333460940226,0.401108035241,0.122124731603,0.131069710415,-0.247682343607,0.379106749588,0.848741229262,0.564348818243
85,-0.0850852785489,-0.272651468787,0.0718161394477,0.509974779653,0.665182924024,0.162786576304,-0.325324782869,0.523966083893,1.16626859078,1.06685931873
86,0.104823676748,-0.26330209561,0.241752189011,0.462453817554,-0.0979607883205,0.0352179465657,-0.187962727474,0.443027172328,1.14323008738,0.983503303181
87,-0.0135805555166,-0.304696195707,0.203346075308,0.508271755358,0.217572465325,0.0538616142042,-0.158087938359,0.397907271454,1.42017259175,0.8363332818
88,0.108889964406,-0.33558653973,0.0815370364352,0.541223653317,0.239630135879,0.0778992468573,-0.260808149243,0.568287122766,1.65084395424,1.16262370746
89,0.0864298720832,-0.344799449351,0.10286258454,0.524270118817,0.17622270925,0.156386223534,-0.242518690546,0.513902367664,1.69616483082,1.37905002233
90,0.475762884718,-0.300743136426,0.659700392122,0.100276798117,0.259620661631,0.273704089423,-0.307657599195,0.664226169414,2.22670278709,1.54698761028
91,0.62948968258,-0.298747872091,0.801624049071,0.0411741120135,-0.0023044880295,0.324559471348,-0.305791709011,0.585185881756,2.30647769379,1.72838009424
92,0.561602024659,-0.355004477533,0.973038370743,0.683640607642,-0.099826340314,0.243595634613,-0.380831209497,0.8370628458,2.7697717278,2.56802039453
93,0.611833817662,0.82566075279,1.06007057482,0.128956541557,0.237650006625,0.149915345983,-0.453383647787,0.709863194682,3.06562233908,2.92280454031
94,0.299584026602,0.890546823733,0.434567939255,0.194052159633,0.0233681854395,0.195595222562,-0.304202271693,0.422482717519,2.71646085123,2.63120346742
95,0.280630066447,0.833732304783,0.320098809031,0.580488559051,0.212705362311,0.203078594768,-0.345508219215,0.282246245215,2.64910698339,2.40070675216
96,0.595752836127,0.83062554385,0.450800506796,0.685777547389,0.18057593957,0.187918062212,-0.467031951966,0.547380395847,1.84418139155,2.07019793681
97,0.519873215136,0.521484486512,0.625778843045,0.387823068283,0.0776903817474,0.163983385827,-0.407547203666,0.441350025584,1.34784720691,1.59591312728
98,0.417688968294,0.473452675044,0.428424089886,0.280801832131,0.0929026004065,0.159927408179,-0.38061071387,0.290096771939,0.892514594663,1.94485113797
99,0.74688681572,0.689699124024,0.773228865398,0.223524799089,0.00512950808336,0.173367941707,-0.383188330002,0.233600899248,0.893999164148,2.049480344
100,0.247361358964,0.670937841225,0.51616730563,0.296120479361,0.069361271932,0.168651965031,-0.451440822714,0.370293785545,1.05564201157,2.17253927986
101,0.386737087826,1.17198371975,0.415618890664,0.809622886554,0.153172338014,0.30840836056,4.54990709469,0.467112112077,1.08014269476,3.16182658987
102,0.227336368681,0.735226727523,0.380927748779,0.994273809781,0.0810746557985,0.269416703612,4.06425389741,0.197715751532,0.985759891065,3.15708859181
103,0.182762437681,0.403051749874,0.187478659371,0.763933541559,0.0784770795118,0.0451544606569,3.59205830363,0.338035995458,0.595544687956,0.362142439232
104,0.00144147721474,0.00251190196837,0.00175685680804,0.00195186249633,0.000287693554764,0.000674996536755,0.00555354929034,0.00119190206919,0.00346446058218,0.00780153152041
